Portal,Organization,Wikidata URI,DBpedia URI
linkeddatacatalog_dws_informatik_uni-mannheim_de,Christian Bizer,http://www.wikidata.org/entity/Q17744291,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Christian Chiarcos,http://www.wikidata.org/entity/Q59505755,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Christophe Dupriez,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Christophe Guéret,http://www.wikidata.org/entity/Q57235694,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Christopher Gutteridge,http://www.wikidata.org/entity/Q5112447,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Civic Impulse, LLC",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Claudia Becker,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Claus Stadler,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Consiglio Nazionale delle Ricerche (CNR),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,CrossRef,http://www.wikidata.org/entity/Q5188229,http://dbpedia.org/resource/CrossRef
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Cycorp, Inc.",,http://dbpedia.org/resource/Cyc
linkeddatacatalog_dws_informatik_uni-mannheim_de,Daniel Garijo,http://www.wikidata.org/entity/Q57061585,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Daniel Garijo, Jose Mora and Boris Villazón-Terrazas",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Daniel Kinzler for Wikimedia Deutschland,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Daniel Vila-Suero and Boris Villazón-Terrazas,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Daniel Vila Suero, Boris Villazón-Terrazas",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,data.bnf.fr project team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,data.gov.uk,http://www.wikidata.org/entity/Q5227103,http://dbpedia.org/resource/Data.gov.uk
linkeddatacatalog_dws_informatik_uni-mannheim_de,Data.gov.uk Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Dave Pattern,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,David De Roure,http://www.wikidata.org/entity/Q5232894,http://dbpedia.org/resource/David_De_Roure
linkeddatacatalog_dws_informatik_uni-mannheim_de,David Robbins,http://www.wikidata.org/entity/Q10264444,http://dbpedia.org/resource/David_Robbins_(artist)
linkeddatacatalog_dws_informatik_uni-mannheim_de,DBpedia Team - http://wiki.dbpedia.org/Imprint,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Denny Vrandečić,http://www.wikidata.org/entity/Q18618629,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Departamento de Sanidad y Consumo. Gobierno Vasco.,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Department for Transport (UK),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Deutsche Nationalbibliothek,http://www.wikidata.org/entity/Q27302,http://dbpedia.org/resource/German_National_Library
linkeddatacatalog_dws_informatik_uni-mannheim_de,Deutsche Nationalbibliothek (German National Library),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Diana Tanase,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Dominic DiFranzo,http://www.wikidata.org/entity/Q62056526,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Dominique Ritze,http://www.wikidata.org/entity/Q68635765,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Dongpo Deng,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Douglas Fils,http://www.wikidata.org/entity/Q57221355,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Dr. Juergen Rilling,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Dutch DBpedia Team - http://nl.dbpedia.org/,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,ECS /  Southampton University,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ed Chamberlain,http://www.wikidata.org/entity/Q26924607,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ed Summers,http://www.wikidata.org/entity/Q39657052,http://dbpedia.org/resource/Ed_Summers
linkeddatacatalog_dws_informatik_uni-mannheim_de,Egon Willighagen,http://www.wikidata.org/entity/Q20895241,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Eliška Veselá,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Emanuel Berndl,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,EMBL-EBI Chemogenomics Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,EnAKTing Project,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Enel SpA,http://www.wikidata.org/entity/Q651222,http://dbpedia.org/resource/Enel
linkeddatacatalog_dws_informatik_uni-mannheim_de,"e-Research Group, The University of Queensland",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Eric Hanson,http://www.wikidata.org/entity/Q58210907,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Evan Sandhaus,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,FAO ,http://www.wikidata.org/entity/Q82151,http://dbpedia.org/resource/Food_and_Agriculture_Organization
linkeddatacatalog_dws_informatik_uni-mannheim_de,FAO-OEKC,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Florian Bauer,http://www.wikidata.org/entity/Q59817433,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Francis Bond,http://www.wikidata.org/entity/Q51955919,http://dbpedia.org/resource/Francis_Bond_Head
linkeddatacatalog_dws_informatik_uni-mannheim_de,Francisco Blanco,http://www.wikidata.org/entity/Q39430273,http://dbpedia.org/resource/Francisco_J._Blanco
linkeddatacatalog_dws_informatik_uni-mannheim_de,François Belleau,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Frédérick Giasson,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"FROTOMA Co., LTD.",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Fumihiro Kato,http://www.wikidata.org/entity/Q59467005,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Fundacion CTIC,http://www.wikidata.org/entity/Q5508903,http://dbpedia.org/resource/Fundación_CTIC
linkeddatacatalog_dws_informatik_uni-mannheim_de,Gabriela Vulcu et al.,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,GADM Project,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,GeoLinkedData Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Gerard de Melo,http://www.wikidata.org/entity/Q21057281,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ghent University,http://www.wikidata.org/entity/Q1137665,http://dbpedia.org/resource/Ghent_University
linkeddatacatalog_dws_informatik_uni-mannheim_de,Giang Binh Tran,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Gianluca Correndo,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Gianmaria Silvello,http://www.wikidata.org/entity/Q59296889,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Gilles Sérasset,http://www.wikidata.org/entity/Q47487477,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Giovanni Pirrotta,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,GNOSS Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,GovWild.org,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Greek DBpedia Team - http://wiki.el.dbpedia.org/en/people,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Hacked By KingSkrupellos Cyberizm Digital Security Army,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,HacKeD By KingSkrupellos Cyberizm Digital Security Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Hammond, G., M. Blankenship and K. Francl",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Han Jia,http://www.wikidata.org/entity/Q45522446,http://dbpedia.org/resource/Han_Jian_(Tang_Dynasty)
linkeddatacatalog_dws_informatik_uni-mannheim_de,Hans-Jörg Bibiko,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Hans Mehlin,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,help@uniprot.org,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Hepp Research - http://www.heppresearch.com/,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Hessisches BibliotheksInformationsSystem (HeBIS),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,http://reference.data.gov.uk/id/department/dclg,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,http://sci-class.math.auth.gr/MSCLW/index.php/User_contributions,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,http://tobyinkster.co.uk/#i,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,http://www.ons.gov.uk,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Hugh Glaser,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Hugh Glaser & Ian Millard,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ian Davis,http://www.wikidata.org/entity/Q55590266,http://dbpedia.org/resource/Ian_Davis
linkeddatacatalog_dws_informatik_uni-mannheim_de,Ian Jacobi <http://www.pipian.com/people/pipian/card#me>,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Identifiers.org team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,  Interest Group on German Sentiment Analysis (IGGSA),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,International Press Telecommunications Council,http://www.wikidata.org/entity/Q1571780,http://dbpedia.org/resource/International_Press_Telecommunications_Council
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Internet Archive, a 501(c)(3) non-profit",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,IOANNIS PARAPONTIS,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Ismail El Maarouf, Jane Bradbury and Patrick Hanks ",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Italian Chamber of Deputies,http://www.wikidata.org/entity/Q841424,http://dbpedia.org/resource/Italian_Chamber_of_Deputies
linkeddatacatalog_dws_informatik_uni-mannheim_de,"IT Services, University of Oxford",,
linkeddatacatalog_dws_informatik_uni-mannheim_de, Jacco van Ossenbruggen,http://www.wikidata.org/entity/Q57966547,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jacco van Ossenbruggen,http://www.wikidata.org/entity/Q57966547,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jairo Francisco de Souza,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,jalmeida@uab.edu,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,James McCusker,http://www.wikidata.org/entity/Q21069771,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Janos G. Hajagos,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jason Mai,http://www.wikidata.org/entity/Q3763946,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Javier D. Fernández,http://www.wikidata.org/entity/Q58049501,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jean-Claude Moissinac,http://www.wikidata.org/entity/Q64399579,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jeff Good,http://www.wikidata.org/entity/Q925285,http://dbpedia.org/resource/Jeff_Goodwin
linkeddatacatalog_dws_informatik_uni-mannheim_de,JES & Co.,http://www.wikidata.org/entity/Q25847,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jim McCusker,http://www.wikidata.org/entity/Q16104502,http://dbpedia.org/resource/Jim_McCusker
linkeddatacatalog_dws_informatik_uni-mannheim_de,Joachim Neubert,http://www.wikidata.org/entity/Q41073560,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Johan Oomen,http://www.wikidata.org/entity/Q2086848,http://dbpedia.org/resource/List_of_snooker_referees
linkeddatacatalog_dws_informatik_uni-mannheim_de,John Goodwin,http://www.wikidata.org/entity/Q20968911,http://dbpedia.org/resource/John_Tower
linkeddatacatalog_dws_informatik_uni-mannheim_de,John McCrae,http://www.wikidata.org/entity/Q470812,http://dbpedia.org/resource/John_McCrae
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jörg Diederich,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jorge Gracia [RDF version],,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jörg Tiedemann,http://www.wikidata.org/entity/Q47538991,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Jörg Waitelonis, Harald Sack",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jose María Alvarez Rodríguez,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Joseph Roumier,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Joshua Bobruk, Kerry Taylor, Laurent Lefort",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Joshua Tauberer,http://www.wikidata.org/entity/Q6290256,http://dbpedia.org/resource/Joshua_Tauberer
linkeddatacatalog_dws_informatik_uni-mannheim_de,Joshua Tauberer <http://razor.occams.info/>,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Journal of Universal Computer Science(J.UCS),,
linkeddatacatalog_dws_informatik_uni-mannheim_de,JT <http://razor.occams.info/>,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Juan-Antonio Pastor-Sánchez,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Juan F. Sequeda,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Juan Salas,http://www.wikidata.org/entity/Q3111153,http://dbpedia.org/resource/Juan_Salas
linkeddatacatalog_dws_informatik_uni-mannheim_de,Julia Iwanowa,http://www.wikidata.org/entity/Q390688,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Julie Allinson,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,julien_cojan,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Jun Zhao,http://www.wikidata.org/entity/Q51268207,http://dbpedia.org/resource/Zhao_Jun
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kai Eckert,http://www.wikidata.org/entity/Q56448921,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Kai Eckert, Philipp Zumstein",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kanzaki Masahide,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,KANZAKI Masahide,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,kasabi.com,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kavargiris Kostas and Bratsas Charalampos ,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kei Cheung,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kei Kurakawa,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Keith Alexander,http://www.wikidata.org/entity/Q1360488,http://dbpedia.org/resource/Keith_Alexander_(footballer)
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kendra Hinnenthal,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kier Davis,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,King’s College London; Humboldt-Universität Berlin; University of Edinburgh,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kjetil Kjernsmo,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Knud Möller,http://www.wikidata.org/entity/Q6423795,http://dbpedia.org/resource/Knud_Möller
linkeddatacatalog_dws_informatik_uni-mannheim_de,Konrad Höffner,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Konstantinos Kyprianos,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kuno Woudt,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Kurt Jacobson,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,LAK Data Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Laurens De Vocht,http://www.wikidata.org/entity/Q59914692,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Leigh Dodds,http://www.wikidata.org/entity/Q60658481,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Lei Zhang,http://www.wikidata.org/entity/Q43142997,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Library of Congress,http://www.wikidata.org/entity/Q131454,http://dbpedia.org/resource/Library_of_Congress
linkeddatacatalog_dws_informatik_uni-mannheim_de,Library of Congress of Chile,http://www.wikidata.org/entity/Q5728032,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Lichfield District Council,http://www.wikidata.org/entity/Q6543271,http://dbpedia.org/resource/Lichfield_District
linkeddatacatalog_dws_informatik_uni-mannheim_de,LinkedGeoData Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,linkedopendata.it,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Linkedopendata.it,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,LOCAH project,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,LUF team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,LusTRE Team,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,"Magda Gerritsen, Andreas Kahl",,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Malte Kiesel,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Marco Neumann,http://www.wikidata.org/entity/Q64520752,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Marcus Ebner,,
linkeddatacatalog_dws_informatik_uni-mannheim_de,Mariano Rico,http://www.wikidata.org/entity/Q55187451,
linkeddatacatalog_dws_informatik_uni-mannheim_de,María Poveda,http://www.wikidata.org/entity/Q58990389,
